Id,ProductId,Summary,Text
50655,B001EO7O9G,"Small, dry portions","Two things disappointed me about this product. First, the portions really are tiny -- two ounces makes a thin piece about two inches by two inches square, and that includes skin. It's enough for a small appetizer for one, but no more. I would not give someone such a skimpy amount as a gift.<br /><br />Second, the salmon itself is on the dry side. While I don't like my smoked salmon to be *too* oily, this goes to the opposite extreme. The result is not as flavorful and satisfying as I would prefer.<br /><br />I will definitely eat the remaining packs, but would not buy this product again."
119319,B003Z7VYXW,Good but...,It has been no problem to use it but there are not any date of production or expire.<br />Amazon sent me them again but still no date.<br />I can not understand. I just gave up...
67326,B004JRXZKM,Pasta!,"These noodles taste just like pasta but without the calories, fat, carbs, etc because there are 0 in all counts! You just open the package, rinse them, blanch them for one minute, drain and then put them on a paper towel to soak up some of the water. I've only used them for spaghetti but can't wait to try them with something else."
18490,B001H32FVG,Sour and Gross!!!,"Poor product.<br /><br />What was I thinking, looking for mail-order seafood at Amazon.<br /><br />Buy locally!"
390352,B000H7GSDY,Crummy.,"As others have noted, these don't arrive as cookies.  They arrive as crumbs.  And, on top of that, the crumbs I received tasted stale.  Customer lost."
432690,B003MWBFXY,Meow!,What can I say...this is the only brand of food my cat will eat. She tears into the bag by chewing on it as soon as I get it. I have to pour in into a plastic container. It also controls hair balls.
201272,B000GW46DE,If you like SALT,"I thought this was the beef jerky that I was used to getting from the gas station on my trips. However, after eating one stick(really two sticks in one).  I ended up drinking two bottles of water.<br />The Salt content!<br />you can taste the salt before the beef jerky"
2489,B0027IQC5K,GREAT food,"I have three Newfoundlands so we go through a lot of food!  One of the dogs has had severe health issues and since we've switched from commercial kibble to home made food, he's thrived!  He gets regular blood tests to monitor the drugs he's on and they have been perfect since we started on Sojos!  It will not cure his issues, but he has more energy and he can't wait for meal time!  The other two are glowing with health as well!  All three dogs coats are shiny and they have tons of energy (for a Newf!)"
357491,B0007DGQAI,Best cat treats in 11 yeras!,"Discovered these treats at a pet store for $17.95 per bag!! Then, checked the web and wala....cheaper pricing on amazon!"
557321,B000N648YK,"ordered 5 sets of 24 moozles, and",i ordered 5 sets of 24 moozles and only received 5 moozles. there seems to be a theme here.
556508,B000UYIPXU,ONCE WAS A FAVORITE...,NOW THEY ARE TOO SALTY SINCE I SWITCHED TO THE UN-SALTED MINIS!  I EAT EVERYTHING WITH SALT...BUT NOT THESE ANYMORE... BRING BACK MY UN-SALTED ONES NOW!
5712,B002ANCCK6,"Great, high-quality cat food","I've tried a number of high-quality canned cat foods to supplement the dry food my cats always have available to them, and these appear to be the best as judged by me and the cats.  For one thing, these actually look like fish.  You open the can, and there are large pieces of actual fish in the can, instead of the weird, mystery paste.  It pretty much smells like you've opened a can of real fish, too (not in a bad way, though I don't share my cats' love of sardines.)<br /><br />One of my two cats is a picky eater when it comes to canned food.  I picked up a can of each of the varieties from the local pet store when I wanted to try switching to Tiki Cat, and learned that the picky one will only eat the varieties that include sardines.  There are a few different sardine varieties, so at least it forces her to have some variety in her diet in case they stop producing one of them.<br /><br />The picky one has always been very excited about getting her daily quota of canned food, but the other cat seems way more excited about dinner time since we switched to Tiki Cat, so I take that as her endorsement of this positive review."
64486,B001BM4NWM,Major Dents in Cans,"I love this soup for my children, but I'm not sure about ordering it online anymore.  8 of the 12 cans had major dents.  I mean 2 to 3 INCH dents that were 1/4 inch deep.  This is unacceptable quality.  Since the price has gone up drastically since I started ordering online a few years ago, I will now go to the store and pay the same price for undented cans."
4255,B004391DK0,ingredients- which weren't listed anywhere I could see,"Rice flour, Sugar, Leavening ( baking soda, sodium aluminum phosphate, monocalcium phosphate), Modified potato starch, salt, xanthan gum, MAY INCLUDE SOY INGREDIENTS"
551,B000G6RYNE,VERY DISAPPOINTED,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.
207037,B002ANA68G,Canidae is great.,I had read a lot about the health benefits of using Canidae for my dogs.  I think I have seen evidence of healthier skin in my dog with skin issues.
2108,B000EPP56U,Crisp and delicious / extreme price hike,"First time buyer of KA-ME Rice Crackers and I'm very impressed. These are very light, crisp and flavorful. They are as good plain as they are with cold cuts, fruit, etc. Unfortunately, the ones I purchased may be the last I get from this source. Right after I purchased the dozen packs, the price per dozen increased 44% to its present $37.99. Fortunately, I have enough to last a while, but assuming the price stays the same, these are my last KA-ME."
28394,B007OXJMD2,Fair,I selected this product as I do not tolerate the caffeine of full bodied coffee. However I was disappointed with this product. It tastes like flavored water - no real coffee  taste. I have used a stronger setting on the Keirig which helps a bit. It is tasty however with a hot chocolate blend.
9064,B006N3IG4K,Best so far,"I'm a relative newcomer to Keurig coffee, but I do know that I was generally disappointed in the drink produced. However, the Breakfast in Bed K-Cup produces a nicely balanced, not-too-thin cup without being too harsh. I still haven't achieved anything like what I can make either with my french press or with my drip machine, but it's definitely better than the at-work alternative, Community Coffee."
12813,B002J9HQJS,Doggy Dent a winner,"My dog is a very fussy eater.  Getting her to eat everyday is a challenge.  But she loves these mini sized ""greenies"".  As soon as she hears me open the bag, she is patiently waiting for her treat."
80276,B004342XH2,"Yuck, and needs better advitising for the sucrolose ingredient","I got a bunch of these from a friend and wondered about the bad after taste. It wasn't like products completely flavored with Splenda (sucrolose) but it still a slight strange taste (I describe it as slimy) and left that after taste in my mouth. On the k-cup it self, it doesn't say it has artificial sweeteners or is diet, so I came to the internet and it is almost impossible to find the ingredients listed any where. The reviews were the confirmation at first. Too much Splenda makes me sick to my stomach so I know it is not good for me. Too much is more than a few tastes. Oh well, I guess I'll try the Grove Square or Swiss Mix as those are the only others I can find.<br /><br />I find the taste of this product unappealing and the after taste sickening."
158911,B001TH4C2A,delish,"Sugar coated almonds...why do you even need a review.  If you like almonds and sugar, you'll like these.  If you don't, you won't."
22586,B000CQ25QE,What you think it is.,"How do you write a review about mac and cheese?  If you are going to eat out of a box, go with Annie's.  I usually use yogurt or sour cream or thicken the sauce with some fresh cheese.  I put broccoli with it too."
55784,B004P8JMXO,"Messy, sharp!","I was hoping these bones would be a little harder for my dogs to comsume.  I bought them  for Christmas and thought the dogs could knaw on them for an hour or so while we were opening presents, but the bones are quite brittle and only took them about 10 minutes to consume.  Also, the shards are quite sharp and I got a little worried.  They were insanely messy for in the house.  I think for the money I would rather buy either those hard, filled bones or the rolled up raw hides.  They last longer, are less messy, and don't have sharp pieces for the dogs to swallow."
2838,B0085G4ACA,Best Flavor- Light but Refreshing,"I tried quite a few varieties of this brand and the pineapple is the best.  Light but refreshing.  I am not sure if I think it is a miracle elixer or anything but I did purchase a case and look forward to drinking this on a regular basis.  Thank you for the great value and convenience, Amazon."
981,B001EQ4DVQ,DELISH!!!!,"Fast, easy and definitely delicious.  Makes a great cup of coffee and very easy to make.  Good purchase.  Will continue to order from here.<br />Thanx..."
51202,B0027UI1QG,Very Disappointed,This product arrived in broken pieces.  The flavor was not good.<br />I actually threw them in the garbage.  Very disappointing.
13334,B001BSBFUO,Truly a heaven-sent...,"We have two dogs who have to take pills once in a while. I don't know what we would do without these pill pockets...!! Before we found them we always felt so bad, stuffing bitter pills down our dog's throat. But not anymore... Giving medication is a treat now..!!! It is awesome!! They are a bit stinky but I guess that is just how dogs like it... LOL<br />Great product we will keep buying for ever..."
7670,B004ASGJ5S,MMM!,"There is no better sauce and I think it's even better than most homemade sauces. One can will make two large pizzas. It's seriously amazing. Unfortunately, it is hard to find but when I do find it... I buy all the stock. ;)"
90506,B000EFFTR0,hamburger helper,this is my favortie hamburger helper. Stores in my area do not carry this item. if you like meat and potatoes then this is for u
34683,B000QSK9XO,Get out of the way...,"Our four dogs used to be finicky eaters. Now we put this out and sit back.  When it is gone, they are all looking at us and licking the bowels.  Note: It took about a week until they got with the program, now there is no stopping them."
6000,B003SE52K8,pleased with this recommendation,We tried all flavors for our cats and the rabbit was the apparent favorite for all of them. Took a recommendation from catinfo.org for this food as it is closest to the diet that a cat would naturally eat. Coats are softer and glossy. Energy levels seem to be up. Quite pleased with the results so far.
13707,B00513J4D0,Fussie Cat canned cat food,"My cat, Mango, just loves this cat food.  It is the only brand of food that he will eat on a daily basis.  I have also purchased Fussie Cat brand ""Tuna with Salmon"" from Amazon.com and he loves this food also.  I try to alternate the food on a daily basis to give him variety."
486471,B004N6GOFM,Delicious,"If you know and are used to what  a guayaba is, you will adore this chocolate, it is just sublime!!!!"
4292,B004391DK0,might be a life saver!,"In the summer my doctor suspected I had a gluten sensitivity. She wanted me to start making changes from packaged food and think about cutting out gluten. After a bad few months I did some research and found this bisquick. I have only made one thing so far, garlic cheese biscuits. They were very tasty and had no strange texture or flavor. They had a more spongey texture than a crumbly biscuits but I was halving the recipe so maybe that was why. I nibbled on a biscuit hours out of the oven and it was still as soft and tasty. I can't wait to try pancakes and coffee cake. The only draw back is how small the box is for the price! I will limit the use to once a week or so for a treat!"
6240,B000E1HVW0,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,We live in Tucson AZ and all of a sudden we can't find this one product anywhere in Tucson. I makes the chicken so juicy and tender and the flavor is beyond compare. So happy to be able to purchase some and looking forward to buying more!!!!
352214,B003WRHXIA,AMAZING,I have had all of the Pommery flavors of mustard.<br />The cognac one is our favorite.<br />Amazing!!<br />I wish it came in a gallon size! I'd buy it!
16052,B001IVVUTU,Worst root beer ever.,"My kids and I love root beer and I brew my own from time to time. Recently while purchasing some specialty versions from a local store I saw the Jack Blacks Red Dead Root Beer and thought the label was cool so I grabbed a couple. After we sampled it, all I can say is don't waste your time. It has little to no root beer flavor,it finishes a little spicy in fact. It has caffine added which was a bit of a put off as well. I was very disappointed with the flavor of this product. If you want a pick me up and you don't mind it tasting like sugar water mixed with dish soap then this is the drink for you."
493677,B000H27LBC,What a Bust,"I have ordered this product twice. The product tastes fine. The problem is with breakage.<br /><br />The first time I ordered this product from Amazon more than 1/2 of the Bagel Snacks in all the boxes where broken into various size pieces. Since I had bought this product at the store before buying it a Amazon, and never had the contents broken into pieces like what I got from Amazon, I thought I would try to order it from Amazon again. Same result. At least half of the Bagel Snacks in all the boxes were broken into various size pieces from from dust size to larger pieces.<br /><br />Back to the store for more."
77989,B000VK8HCW,My picky eaters love it!,"I have two Yorkies that are very picky eaters.  After a period of 2-3 days up to 2-3 weeks they will decide they don't like the food I am giving them and just stop eating.  I went through a real struggle when one of them got a stomach bug and got real sick with vomiting and diarrhea.  I started cooking fresh turkey with brown rice and his stomach healed up in no time.  But them I couldn't get them back onto dog food!!  I found the Newman's Organic Turkey and Brown Rice formula and they LOVE it.  I still give them a good quality dry food for little snack times.  However, they usually wait for their turkey and rice and gobble it up.  They have lots of energy and for the last two months have not gotten tired of the food.  I think we have found a keeper!"
4109,B001EW5YQS,Icicle on Mac OS X,"This Icicle performs flawlessly with very good audio quality for my audio-technica cardiod condensor mic.  Took me a short while to figure out the little silver button on the side wasn't a button, but instead a rotational knob for setting the gain.  This device literally plugs into your USB port on a Mac, you adjust that knob, and your done.  You then can forget about the device and enjoy flawless audio performance out of your mic.  This beats the hell out of the more expensive FireWire solutions I had used before."
36636,B004CLCEDE,0 calories-awesome!,"I was prepared for an awful smell when opening the bag based on the reviews. The water smells like fish, not a big deal to me. I rinsed the noodles for 2 minutes in hot water, then placed in boiling water for another 2-3 minutes. I then mixed the noodles with the sauce only from a popular Spicy Szechuan Style Vegetable & Chicken weight loss frozen food (softened it in the microwave, then cut the sauce from the noodles packaged with it). I put the noodles with the sauce in the fridge for 22 hours before eating them based on the suggestion of other reviews.<br /><br />The texture is.....strange. There is no food product on the market that I can 100% compare it to. They are rubbery and somewhat hard to break down with your teeth when you chew them.<br /><br />Marinating the noodles did not help, they were still flavorless, but it didn't matter very much because the sauce itself was spicy enough to mask the fact that the noodles had no flavor.<br /><br />I'd suggest the noodles to anyone trying to lose weight or cut down on carbs. They are not something I would want to eat otherwise."
4958,B002RZ1QNG,"not bad, I like the tropical riesling better","I bought this kit after I really enjoyed making the tropical riesling from the same manufacturer.  It was equally easy to make, but it is very peary.  I wouldn't have minded it if it was more subtle.  Still very drinkable, but I suspect that I'll be mixing it more."
25091,B0081XIA1E,Entertaining,"We bought this toy for our two granddogs as a Christmas present.<br />The larger, a boxer/pit bull mix was clever enough to grab onto the<br />yellow cups & just lift & easily found the treats. However, the<br />beagle was unable to grab onto the cups thus making him work harder<br />for the treats. Its quite entertaining to watch him go crazy trying<br />to figure it out. It keeps him occupied for about ten minutes."
16421,B007TJGZ54,Something's wrong with this coffee,These K-cups are either extremely old or they're not authentic Green Mountain K-cups. The coffee is weak and has a bad after-taste. Both my spouse and I have noticed this independently of each other.<br /><br />I tried to contact the seller to ask about this but couldn't figure out who it was.
431554,B0007OPW3O,Yum,Takes me back to my childhood.  I always stopped at the People's Drug Store and got a pack of Chuckles on my way to school.  Now I can LOAD UP.
2821,B0085G4ACA,Great coconut water in just the right size!,"This has been my favorite brand of coconut water of the ones I've tried. They use real fruit juice for flavoring, as well as it tastes good.<br /><br />We tried the smaller size, and they just aren't large enough to get enough water at the gym, and are not resealable.<br /><br />Things I like about this:<br /><br />* Perfect size for an hour long gym routine<br />* Resealable cap(smaller one lacks this)<br />* Tasty (Like a pina colada)<br /><br />Negative<br /><br />* Box makes it hard to get the last drops- usually end up squishing it up to get the last bit<br /><br />So great coconut water, perfect size, and cheaper than buying locally at sprouts with the Amazon's 'subscribe and save'!"
1214,B005O072PC,Very Good,"Very good side dish, easy to make, easy to eat.  As others have said, needs a little spice, but other than that they are delicious!"
3785,B00016UX0K,Too much,These are very large bottles. It is a good dipping sauce with a sweet/spicy flavor.
218329,B007RV5I2K,nuggets sours,the sours came all stuck together so that you had to peel away the wrapper and literally eat them all in one chunk. would not buy again
59738,B001SER0L4,Awesome formula!,"This is the only formula we used once I stopped nursing my son when he was 8 months old. It is a bit expensive, but it's worth it if you're concerned about having organic formula. My son had no problem switching from breast milk to this formula."
26871,B000FPGZ3Q,21 month old loves this,My son has recently gotten very picky at what he wants to eat. A few months ago he hated the texture of mash potatoes but he loves this.
2727,B003NDA970,Very good popocorn,"My doctor told me I must eat ""hulless"" popcorn if I have popcorn at all.  Because I can't give up my favorite snack, I bought this Wabash Famnily Farms Amish Country popcorn.  The kernels are tiny, but they pop well, although not as big and fluffy as the popcorn I get from the grocery store.  It tastes great, however, and has fewer and smaller hulls.  I don't think there is such a thing as completely hulless,but Ido notice thst I don't get the hulls stuck in my teeth anymore."
44098,B005R625PK,Not for me,One thing that me and my wife can agree on is that we do not like this coffee. We have tried several brands of kona and other Hawaiian coffee beans with this one being very low on the pole. We mixed these beans with another brand as felt the need to use them because of the price paid. Have about 1/4 pound left and will glad when they are gone. I really do not like to leave bad a bad review!
68573,B0026LIO9A,Works for multi-cat families (Chicken Flavor),"If you have a multi-cat family and are struggling to find common ground to minimize digestion disturbances amongst all of them, this is a good bet.  My cats don't *love* this food, but they all tolerate it well and don't run away from it immediately after I pour it.<br /><br />Amazon's prices are unbeatable too, even for the small (2lb bags).  While it seems weird to get so many small bags, my cats appreciate it because the these bags don't reseal well, so with smaller bags, the food is fresher in general.<br /><br />As mentioned in the subject, this only applies to the Chicken flavor, my cats don't care for the others."
1826,B001RVFDOO,Popchips vs Baked Lays? Baked Lays taste MUCH better.,"I love Amazon and I love the reviews from people, I've been introduced to alot of great products b/c of the reviews, but this time? Total, complete LET DOWN! Popchips having 4.5 stars is just down right perplexing!?! The should not get more than a 3, but generally 1-2. I sorta want to give it a 1, but the packaging is very pretty and aesthetically pleasing so I through in the extra point.<br /><br />I ordered these thinking that'd they'd be maybe a slightly better version of Baked Lays. Man was I wrong... I've tried most of the Baked Lays flavors, my go-to's at first were 1.) original baked lays and 2.) sour cream baked lays (since those are my favorite regular lays). But then  I discovered BBQ Baked Lays. And seriously, those are FANTASTICALLY great. BBQ Baked Lays are packed with SO much flavor.<br /><br />These Popchips taste like slightly burnt airpocket chips. Literally they do. Because they aren't as good as Baked Lays I can definitely see eating much less of them (which could be a benefit), but I say just use portion control-- and zip lock bag a bunch of Baked Lays.<br /><br />I'm trying to think of ways to go into more detail, but there's really not much more I can say.<br /><br />****SUMMARY****<br /><br />How do Popchips taste? Like slightly burnt air chips. (it's sort of a weird taste, takes ALOT of getting used to)<br /><br />Would I suggest buying them? No. If you're eager to try them, I say buy a bag from your local grocery store. A week or so after I ordered these on here I saw them at m local Krogers, so they're definitely expanding.<br /><br />Nutrition Information: 1 bag (.8 oz/ 23g) = 100 calories, Total Fat = 3g (5%), Sodium = 210 mg (9%), Total Carbohydrate = 16g (5%), Dietary Fiber = 1 g (4%), Sugar = 2g, Protein 1 g, Vitamin A , Vitamin C, Calcium, and Iron = 2 %.<br /><br />If you buy a big bag of BBQ Popchips and big bag of BBQ Baked Lays, here are the nutrition information side-by-side:<br /><br />**POP CHIPS:**<br />Serving Size: 1oz/28g/about 19 chips, Calories= 120, Total Fat = 4.5g (6%), Sodium 280mg (11%), Total Carbohydrate 20g (6%),<br />Dietary Fiber 1g (4%), Sugars 2g, Protein 1g<br /><br />**BAKED LAYS:**<br />Serving Size= 1oz/28g/about 19 chips, Calories = 120, Total Fat 3g (5%),  Sodium 210mg (9%), Potassium 230mg, Total Carbohydrate 22g (7%), Dietary Fiber 2g 8%, Sugars 3g, Protein 2g, Vitamin C 4%, Calcium 2%<br /><br />So these two are very close, but Baked Lays wins because it virtually has not sodium, since potassium 230mg offsets the Sodium 210mg, leaving 20g of Potassium. Plus there's more Fiber and more Vitamin C. And most importantly they taste better.<br /><br />I for one have to be careful about my sodium intake so the fact that Baked Lays has potassium in it is a huge benefit.<br /><br />At the end of the day make a decision for yourself, but I'd strongly advise you to purchase a bag from the store first. Maybe even compare your favorite flavor in both Baked Lays and Popchips... I can almost guarantee you that Baked Lays will win hands down.<br /><br />(Hopefully Amazon starts selling well-priced variety single-serve bags of Baked Lays soon. For now I found one from a seller, but the price seems a little high (but there are 40 bags instead of 20): <a href=""http://www.amazon.com/gp/product/B003TVDHIO"">Smart Mix Variety Pack, 30-Count: 7-Baked Lay's Classic, 6-Baked Cheetos, 6-Baked Ruffles, 6-Baked Doritos Nachos Cheese & 5-Rold Gold Tiny Twists (Pack of 2)</a> )"
2678,B0016FY6H6,Don't bother,"I bought this ""flavor"" and the raspberry pom and while they are consistent, it's useless.<br /><br />If you plan on making a pitcher of tea, forget it, it takes 4 packs for 64 oz and is still very, very weak in flavor, and it must be consumed in 12 hours (so they say) so you're much better off brewing your own.<br /><br />However, if you're idea is to ""stash"" this in your purse (for the ladies) or pocket (for men, which would be weird) it's still misses the mark. One packet does very little for flavor with 16 oz of water so you'd have to use two, and WHO drinks just 16 oz of water when out to eat or something of that nature? Also, with only 8 to 12 packets in a box (depends on flavor, who knows why?), that gives you 4 to 6, 16 oz drinks for $3. Not sure it's worth it at all, I'd rather drink lemon water when out than this."
369830,B000084DWM,Meow!,What can I say...this is the only brand of food my cat will eat. She tears into the bag by chewing on it as soon as I get it. I have to pour in into a plastic container. It also controls hair balls.
3641,B005RF029M,Pizza Napoletana Dough Flour ..... Mangia!!,"So this stuff is a must have for making true pizza napoletana.  I'm really thrilled that it is so accessible here in the USA.  This flour makes the most silky smooth dough I've ever had the pleasure of getting sticky with, and it has a different (better for pizza) taste than the all-purpose store brand flour.  Sure It costs a little more, it's coming from Italy, but given that you can make about 6 pizzas per bag ... who's counting?  Get this stuff, some D.O.P. tomatoes, grow some basil, and make some Mozarella (okay, I admit, haven't done this one ... yet) but given the first couple items there and you're well on your way to the origins of pizza in Naples, Italy. Is it worth it??? I say Si!!! Mangia!!! (And Taylor's Market always comes through for my home shipments!... Cheers!)"
230948,B00126ICNI,El Pavo de thanksgiving se lo comieron en Navidad,"Lo compr&eacute; como regalo para mi familia en USA, me dicen que est&aacute; muy bueno, sabe a jam&oacute;n navide&ntilde;o.<br />Cesar Marchegiani<br />Venezuela."
3129,B000FDKQCY,"Great, glorious, super, wonderful, delicious bread!!!","I must admit when I first ordered this bread for my new Panasonic bread maker, I was not expecting anything other than potato bread such as I buy at a nearby store. However, was I ever surprised! It was absolutely the best stuff and with some organic butter piled high and properly melted it was on a par with ambrosia. I just could not believe how good it was and is. Since the first loaf, I have made other breads which have been generally excellent but none are quite at the level of this potato bread. It is REALLY good! Perhaps the credit goes to my new bread machine! Highly recommended!!!  GENERAL INFO: The package makes a 1.5 pound loaf. On my machine the recommended setting is BASIC and the loaf bakes in 4 hours. Also, the flour is NON GMO Verified as labelled."
839,B001ELL9X6,Nice flavorful tea for the purist black tea addict,"I grew up on Yunnan tea as a child - it was always my mother's favorite - so I was happy to find an economical source of it of a quality that was great for a ""large volume"" habitual tea drinker like me. This tea is my daily regular tea. Yunnan is nice in that it will brew dark so you do not need much at a time. It's aromatic and flavorful without any additives. If you want something that is flowery yet more subtle than Earl Grey this Yunnan or a Keemun may be a nice option to explore."
21815,B000KV61FC,My dog loves this,"This can be a tough mental challenge for a dog. My 60 lb. mostly Dingo mix's strategy is to pick it up by the bottle and let it drop on the rope. When the rope hits the ground a few kibbled treats are released. This was tough for him to figure out. However, he has many different feeding toys and he doesn't give up."
61064,B000FA38ZY,Vine Voice Verse,"Born in the shadow of Lady Liberty.<br />Autumn's rustling winds brought pumpkins' glow<br />And hopes of marshmallow dreams.<br /><br />The <a href=""http://www.amazon.com/gp/product/B0002QF27I"">Mallomars</a> of my youth:<br />Silky shells of dark chocolate<br />Enrobing innocent white mallow of the marsh.<br />Forbidden fruit, indeed.<br /><br />Many years later, far from the Big Apple.<br />No Mallomars in sight.<br /><a href=""http://www.amazon.com/gp/product/B000AP58O8"">Pinwheels</a> never satisfactory.<br /><a href=""http://www.amazon.com/gp/product/B00152PNJK"">Moon Pies</a> fill the empty void.<br /><br />Now Mallomars on Amazon?<br />Surprise and delight.<br />But wait, there's more!<br />Naughty New York goodness<br />Dies in the dry mountain air.<br />Mallomars ugly, crumbly, tiny.<br /><br />Time to defect <a href=""http://www.amazon.com/gp/product/0811845354"">North</a><br />And buy <a href=""http://www.amazon.com/gp/product/B000FF5TBA"">Whippets</a> instead.<br /><br />Jason Kirkfield, Vine Review, October 31, 2011"
1764,B001RVFDOO,Great Chips,Pop Chips are the best chips I've had in a long time.  I'm a Weight Watcher and to satisfy that salty craving I get now and then these chips are the ticket and they are only 2 points.  And when I buy a case of them they average I think about .94.  Not bad.
178659,B001EO5XPS,not correct,This is pictured and advertised as three 32 oz containers. What they delivered was three 16 oz containers.
44910,B000V1UUZS,Did not like them!  Yuck!,"I did not like them, they seemed flavorless compared to other brands.  The Byzantine olives are a little more, but are a MUCH better product.  I will likely never buy a Roland olive product again, as I was disappointed with their black olives as well."
59103,B002HQLY7S,"Not the worst k cup out there, but there are too many better alternatives to justify this one...","My only foray into Gloria Jean's brand of k cups before this one was when I tried the Hazelnut flavor that was included in the sample pack that was included with our new brewer.  Needless to say, I was unimpressed with it.  I had all but written Gloria Jean off as a weak coffee brand when my boyfriend's sister gave us a few of her Butter Toffee k cups to try out, insisting they were much better than the Hazelnut.  At that point I hadn't tried another butter toffee flavored coffee from any of the other brands, so I figured it was worth a shot.<br /><br />What a letdown.<br /><br />Butter toffee does smell like its namesake when it is being brewed.  I had a lot of hope for it because of how it made my kitchen smell during the brewing process.  The flavor follow-up was nothing short of weak, though.  For one thing, I couldn't detect any butter toffee flavor in the coffee itself at all.  Shame.  The other downside is that, instead of being just a slightly boring, but good cup of regular coffee, this one somehow managed to be bitter and weak at the same time.  Nothing robust or flavorful about it.  Just weak coffee with a terrible aftertaste.<br /><br />So I've only had the chance to try two of Gloria Jean's flavors so far, but I definitely won't be going out of my way to try any others.  I'll stick to Timothy's and Caribou Coffee from now on."
174620,B003LLL9HI,Stay away,"This is gross! I've tried to drink this a couple of times, and each time I reminded why don't like it.  Get a Keurig, and stay away from Dolce Gusto."
225396,B001O17I36,Died in 9 days,"Hi, I purchased roses for 50 dollars and they died in 9 days.  I called customer service, who informed me there was only a 7 day guarantee and there was nothing they would do to help.<br />I would not use this company."
1213,B005O072PC,Tasty and easy to make,I really like this product.  It tasted great and only took a few minutes to make in the microwave.
546172,B0000DGG8B,Query on placing an order,"You have shown the person as the reciepient of my order as also the person for billing purposes this should not be so.<br />The order will be and should be for my account and the billing ,please explain<br />Dennis Tickle"
500591,B003QNLUTI,Hated it!,I tried this product twice and both times it gave me a headache without any added energy. My advice save your money don't even try this product unless you like headaches .
31991,B0062A87HA,What a find!,The organic pumpkin produced pies for Thanksgiving just as well as the national brand I have used for years. One of the cans was slightly dented in shipping. Acceptable as there is no organic pumpkin in the stores around here!
9735,B001LXYA5Q,"Placebo tablets, I think","I and a friend tried these tablets before sampling various kinds of foods we'd seen suggested online, but noticed no effects whatever. We used them as suggested, then even tried multiple tablets at once. Maybe I got a bad batch or maybe we have unusual taste buds, but in any case it was very disappointing. Makes me think I should have tried the berries themselves instead."
232614,B000E243RA,Protein Chips,The Kay's Naturals protein crispy Parmesan  pack of 12 protein chips tasted aweful. I would not recommend them to anyone.
2516,B000RUI0MS,Combo Rose Food/Systemic Insecticide,"This is a great product, so it's no surprise that the local shelves are often cleared of it, especially early in the season. Purchasing in bulk through amazon.com is a dependable alternative. Bayer 2-in-1 in granular form feeds roses and flowers while protecting them with a systemic insecticide for up to 6 weeks, but you'll need a separate fungicidal/disease treatment, and the systemic would not be something one would apply to anything edible. Bayer assures me the product is safe for pollinators and earthworms."
5760,B003TIVBSU,Best deal on the internet!!,I was amazed with how fresh these are and there are so many in 1/2 a pound.  My only suggested would be if you have another person that loves them as much as you do you could split the cost and the beans.  I have so many left over beans I've been giving them away to grateful coworkers but what goes around comes around so here's to awesome ingredients!
7240,B001HTE5HM,"Tasty, healthy snack","Sticks and Twigs may seem a little pricey compared to regular pretzels, but the bag lasts a long time and the ingredients, like flax seeds, quinoa, chia seeds and curry, are good for you. They are very crunchy, but tasty. For some added protein, I like to dip them in peanut butter."
4196,B004391DK0,"Bisquick, gluten free",I had no idea there was a gluten free Bisquick mix..I made pancakes and they were great and the tea cakes also...
62081,B000CQG8K8,Stash brand teas: A personal favorite for 10+ years,"If you enjoy Earl Grey tea, once you try ""double bergamot"" you will be a customer for the rest of your life. Personally, I ""brew"" the tea using the following method:<br /><br />1. Fill cup with water, leaving enough room for milk and sugar after brewing (if you use those items).<br /><br />2. Put the bag in the cold water cup and microwave for about 2 minutes.<br /><br />3. Remove from microwave and allow to steep another minute.<br /><br />4. Remove bag, add sugar & milk.<br /><br />Enjoy"
329258,B003VXHGE6,Horrible,This stuff tasted like pipe tobacco smells. My Son didn't like it either and I ended up throwing it out.
38374,B000V96C4I,Best Trail Mix Ever,"I hate raisins!  I love tropical fruits.  This is one of the few trail mixes that doesn't have raisins, and it's absolutely terrific.  So tasty, it's like dessert (in fact, some nights it IS dessert).  I stick it in my golf bag and snack on it when I get droopy on the course.  Can't recommend it enough."
10723,B000NMG99Q,Just like I remembered!,"I remembered these honey candies from when I was a child, and ordered a box.  They were exactly like I remembered--great honey flavor and liquid center.  I shared them with friends and family, and am ordering my second box. I also like them for when I have a cold or allergies and have that throat tickle. This is the hard candy you'll find in my purse!"
3868,B001M074MY,One Java Pods,Enjoying my Java Pods very much. Easy and fast. Medium strong to wake me up. I get positive comments on the convenience of making coffee.
426138,B000U9YPY8,yum,"Made a batch of butterscotch schnapps with this..YUM!!! add 16 oz karo syrup,2 cups vodka and butterscotch extract to taste, refigerate"
